Titres;*chaine_BarbareCivilise;*chaine_FDENEWS;*chaine_JulienRochedy;*chaine_codeReinho;*chaine_LeRaptor;*chaine_ThaisdEscufon;*chaine_VAplus;*chaine_LAssimile;*chaine_Valek;*chaine_Psyhodelik;*chaine_BrunoleSale;*chaine_ElRayhan;*chaine_BENCHCIGARS;*chaine_Ring
envoyé;0;0;0;0;0;0;1;0;0;0;1;0;0;0
obtient;0;0;0;0;0;0;1;1;1;0;0;0;0;0
neymar;0;0;0;0;0;0;2;0;0;0;0;0;0;0
légende;0;0;0;0;0;0;1;0;0;0;1;0;3;0
incohérence;0;0;0;0;0;0;2;0;0;0;0;0;0;0
remis;0;0;0;0;0;0;2;0;0;0;0;0;0;0
neuilly;0;0;0;0;0;0;3;0;0;0;0;0;0;0
marne;0;0;0;0;0;0;3;0;0;0;0;0;0;0
collectif;0;0;0;0;0;0;1;0;0;0;0;0;1;0
organisé;0;0;0;0;0;0;3;0;1;1;0;0;0;0
octobre;0;0;0;0;0;0;1;0;0;0;0;0;1;0
offres;0;0;0;0;0;0;3;0;0;0;0;0;0;0
mégawattheure;0;0;0;0;0;0;2;0;0;0;0;0;0;0
multiplié;0;0;0;0;0;0;1;0;0;0;0;0;1;0
électricité;0;0;0;0;0;0;3;0;0;0;0;0;0;0
passerait;0;0;0;0;0;0;2;0;0;0;0;0;0;0
attraper;0;0;0;0;0;0;1;1;0;0;0;0;0;0
signait;0;0;0;0;0;0;2;0;0;0;0;0;0;0
novembre;0;0;0;0;0;0;2;0;0;0;0;0;0;1
hier;0;0;0;0;0;0;1;1;0;0;0;0;0;1
habitants;0;0;0;0;0;0;1;0;3;0;0;0;0;0
aspect;0;0;0;0;0;0;1;0;2;0;0;0;0;1
paire;0;0;0;0;0;0;2;0;0;0;0;0;0;0
photons;0;0;0;0;0;0;2;0;0;0;0;0;0;0
polarisée;0;0;0;0;0;0;2;0;0;0;0;0;0;0
micro;0;0;0;0;0;0;4;0;0;0;0;0;0;0
libres;0;0;0;0;0;0;1;0;1;0;0;0;0;1
restreint;0;0;0;0;0;0;1;0;1;0;0;0;0;0
oubliez;0;0;0;0;0;0;2;0;0;0;0;1;2;2
similaires;0;0;0;0;0;0;1;0;0;0;0;0;1;1
wok;0;0;0;0;0;0;5;0;0;2;0;0;0;0
volume;0;0;0;0;0;0;2;0;0;0;0;0;0;0
universitaire;0;0;0;0;0;0;2;0;0;0;0;0;0;0
normes;0;0;0;0;0;0;1;0;0;0;0;0;0;1
entreprise;0;0;0;0;0;0;1;0;0;0;1;1;0;0
anglicismes;0;0;0;0;0;0;1;1;0;0;0;0;0;0
oppression;0;0;0;0;0;0;1;0;3;0;0;0;0;0
minorés;0;0;0;0;0;0;4;0;0;0;0;0;0;0
migrants;0;0;0;0;0;0;1;0;0;0;0;0;0;1
réfugiés;0;0;0;0;0;0;1;0;0;0;0;0;0;1
représente;0;0;0;0;0;0;1;0;0;1;0;0;1;0
note;0;0;0;0;0;0;2;0;0;3;0;0;0;0
hashtag;0;0;0;0;0;0;4;0;0;0;0;0;0;0
tuerie;0;0;0;0;0;0;2;0;1;0;0;0;0;0
insel;0;0;0;0;0;0;2;0;0;0;1;0;0;0
sexuels;0;0;0;0;0;0;1;0;1;0;0;0;0;0
violents;0;0;0;0;0;0;2;0;0;0;0;0;0;0
continué;0;0;0;0;0;0;1;0;1;0;1;0;0;0
blog;0;0;0;0;0;0;1;0;0;0;0;0;0;3
cyclistes;0;0;0;0;0;0;2;0;0;0;0;0;0;0
voitures;0;0;0;0;0;0;2;1;0;0;0;0;0;0
appartenance;0;0;0;0;0;0;1;1;0;0;0;0;0;0
culturels;0;0;0;0;0;0;3;0;0;0;0;0;0;0
vécu;0;0;0;0;0;0;2;0;0;0;0;0;2;10
existentialisé;0;0;0;0;0;0;2;0;0;0;0;0;0;0
essentialiser;0;0;0;0;0;0;2;0;0;0;0;0;0;0
sexuelle;0;0;0;0;0;0;4;0;1;0;0;0;0;0
déterminisme;0;0;0;0;0;0;1;0;1;0;0;0;0;0
philosophie;0;0;0;0;0;0;1;1;0;0;1;0;0;4
queer;0;0;0;0;0;0;3;0;0;0;0;0;0;0
mouvement;0;0;0;0;0;0;1;1;3;0;0;0;0;0
handicapant;0;0;0;0;0;0;1;0;0;0;0;0;1;0
cul;0;0;0;0;0;0;1;0;1;0;2;8;0;2
curieux;0;0;0;0;0;0;1;0;0;0;1;0;1;0
désigner;0;0;0;0;0;0;1;1;0;0;0;0;0;0
binaire;0;0;0;0;0;0;3;0;0;0;0;0;0;0
gender;0;0;0;0;0;0;2;0;0;0;0;0;0;0
détermine;0;0;0;0;0;0;1;0;0;0;0;1;0;0
identifier;0;0;0;0;0;0;1;0;0;1;0;2;0;0
resté;0;0;0;0;0;0;1;0;0;0;1;0;0;0
schéma;0;0;0;0;0;0;1;0;0;0;1;0;0;0
parfaitement;0;0;0;0;0;0;1;1;0;0;0;0;0;0
mi;0;0;0;0;0;0;3;0;0;0;0;0;2;1
humain;0;0;0;0;0;0;2;0;1;0;0;1;0;1
milou;0;0;0;0;0;0;1;0;0;0;0;0;0;1
épuisant;0;0;0;0;0;0;1;0;0;0;1;0;0;0
dépasser;0;0;0;0;0;0;2;0;0;0;0;0;0;0
biologique;0;0;0;0;0;0;1;0;3;4;0;0;0;0
comportements;0;0;0;0;0;0;1;0;1;1;0;0;0;0
rôles;0;0;0;0;0;0;1;0;1;0;0;0;0;0
quête;0;0;0;0;0;0;1;0;0;0;1;0;0;0
humains;0;0;0;0;0;0;1;0;0;0;0;0;0;1
trigger;0;0;0;0;0;0;7;0;0;0;0;0;0;0
warning;0;0;0;0;0;0;5;0;0;0;0;0;0;0
avertissement;0;0;0;0;0;0;3;0;0;0;0;0;0;0
déclenchement;0;0;0;0;0;0;2;0;0;0;0;0;0;0
traduire;0;0;0;0;0;0;1;0;0;2;0;0;0;0
contenu;0;0;0;0;0;0;1;1;0;0;0;0;0;0
liée;0;0;0;0;0;0;2;0;0;0;1;0;0;0
syndrome;0;0;0;0;0;0;2;0;0;0;2;0;0;0
stress;0;0;0;0;0;0;4;0;0;0;0;0;0;0
traumatique;0;0;0;0;0;0;4;0;0;0;0;0;0;0
événement;0;0;0;0;0;0;1;0;0;0;0;1;0;0
confirmer;0;0;0;0;0;0;1;1;0;0;0;0;0;0
entendent;0;0;0;0;0;0;1;0;0;0;0;0;0;1
scènes;0;0;0;0;0;0;1;1;0;0;0;0;0;0
raciales;0;0;0;0;0;0;1;0;0;1;0;0;0;0
film;0;0;0;0;0;0;1;0;0;0;0;0;0;2
raciste;0;0;0;0;0;0;1;0;0;5;0;0;0;0
excellent;0;0;0;0;0;0;1;0;0;0;0;0;0;1
contredisent;0;0;0;0;0;0;1;0;0;0;1;0;0;0
préoccupant;0;0;0;0;0;0;1;0;1;0;0;0;0;0
traumatisme;0;0;0;0;0;0;1;0;0;0;1;0;0;0
enferme;0;0;0;0;0;0;1;1;0;0;0;0;0;0
fat;0;0;0;0;0;0;2;0;0;0;1;0;0;0
marché;0;0;0;0;0;0;1;0;2;0;1;0;0;0
aspects;0;0;0;0;0;0;1;0;1;0;0;0;0;0
obèses;0;0;0;0;0;0;2;0;0;0;1;0;0;0
découle;0;0;0;0;0;0;1;1;0;0;0;0;0;0
body;0;0;0;0;0;0;1;0;0;0;1;1;0;0
réhabiliter;0;0;0;0;0;0;1;0;0;0;0;0;0;1
athlétique;0;0;0;0;0;0;1;0;0;0;0;1;0;0
rejeter;0;0;0;0;0;0;1;0;0;0;1;0;0;0
médecine;0;0;0;0;0;0;2;0;0;0;0;0;0;0
patriarcale;0;0;0;0;0;0;2;0;1;0;0;0;0;0
devez;0;0;0;0;0;0;1;0;1;0;0;1;0;1
validisme;0;0;0;0;0;0;2;0;0;0;0;0;0;0
objectif;0;0;0;0;0;0;1;1;1;1;0;0;0;0
fortement;0;0;0;0;0;0;1;0;0;0;0;1;0;0
valide;0;0;0;0;0;0;1;0;0;0;0;0;1;0
handicap;0;0;0;0;0;0;2;0;0;0;0;0;0;0
conformes;0;0;0;0;0;0;1;0;0;1;0;0;0;0
valides;0;0;0;0;0;0;2;0;0;0;0;0;0;0
considère;0;0;0;0;0;0;1;0;0;0;0;2;0;0
hogging;0;0;0;0;0;0;4;0;0;0;0;0;0;0
olive;0;0;0;0;0;0;1;0;0;0;0;0;0;1
étudiants;0;0;0;0;0;0;1;1;0;0;1;0;0;0
américains;0;0;0;0;0;0;1;0;1;0;0;0;0;1
coucher;0;0;0;0;0;0;1;0;0;2;1;0;0;0
soirée;0;0;0;0;0;0;1;0;0;0;1;0;0;0
joli;0;0;0;0;0;0;1;0;1;0;1;0;0;1
fameuse;0;0;0;0;0;0;1;0;0;0;1;1;0;0
obèse;0;0;0;0;0;0;1;0;0;0;1;1;1;0
américaines;0;0;0;0;0;0;1;0;0;0;0;0;0;1
partenaire;0;0;0;0;0;0;2;0;0;0;0;0;0;0
canada;0;0;0;0;0;0;1;0;0;0;0;0;0;2
rentre;0;0;0;0;0;0;1;0;2;0;1;0;0;0
mst;0;0;0;0;0;0;1;0;0;0;1;0;0;0
horrible;0;0;0;0;0;0;1;0;0;1;0;0;1;0
bonnes;0;0;0;0;0;0;1;1;2;3;0;0;0;0
réfléchir;0;0;0;0;0;0;1;0;1;0;1;0;0;1
street;0;0;0;0;0;0;1;0;0;0;0;0;0;1
appliqués;0;0;0;0;0;0;1;1;0;0;0;0;0;0
débauche;0;0;0;0;0;0;3;0;0;0;0;0;0;0
alcool;0;0;0;0;0;0;1;0;0;0;1;0;0;0
amuser;0;0;0;0;0;0;1;0;0;1;0;0;0;0
libido;0;0;0;0;0;0;1;0;2;0;0;0;0;0
consentement;0;0;0;0;0;0;1;1;0;2;0;0;0;0
prenez;0;0;0;0;0;0;1;0;0;0;0;0;0;1
volant;0;0;0;0;0;0;1;0;0;1;0;0;0;0
effets;0;0;0;0;0;0;1;0;1;0;0;0;0;0
lassimile;0;0;0;0;0;0;0;2;0;0;0;0;0;0
chers;0;0;0;0;0;0;0;2;0;0;0;0;0;0
assimilation;0;0;0;0;0;0;0;18;0;0;0;0;0;0
abandonné;0;0;0;0;0;0;0;2;0;0;0;0;0;0
rejeté;0;0;0;0;0;0;0;1;1;0;0;0;0;1
appliquer;0;0;0;0;0;0;0;2;0;0;0;0;0;1
global;0;0;0;0;0;0;0;1;1;0;0;0;0;0
modèle;0;0;0;0;0;0;0;4;0;0;0;0;6;3
démontrer;0;0;0;0;0;0;0;3;0;0;1;0;0;0
utile;0;0;0;0;0;0;0;1;2;0;0;0;0;0
étranger;0;0;0;0;0;0;0;3;0;0;0;0;0;0
abandon;0;0;0;0;0;0;0;2;0;0;0;0;0;0
censé;0;0;0;0;0;0;0;1;1;0;0;0;0;0
moitié;0;0;0;0;0;0;0;1;0;0;1;0;1;7
b;0;0;0;0;0;0;0;1;1;1;0;0;0;0
conduit;0;0;0;0;0;0;0;2;0;0;0;0;0;0
bâtard;0;0;0;0;0;0;0;2;0;0;0;0;1;0
crack;0;0;0;0;0;0;0;1;0;0;1;0;0;0
abruti;0;0;0;0;0;0;0;2;0;0;0;0;0;0
xénophobe;0;0;0;0;0;0;0;2;0;0;0;0;0;0
cultures;0;0;0;0;0;0;0;1;2;0;0;0;0;0
débile;0;0;0;0;0;0;0;1;1;0;0;0;0;0
refuse;0;0;0;0;0;0;0;2;0;1;0;0;0;0
marcher;0;0;0;0;0;0;0;2;0;0;2;1;0;1
communautarisme;0;0;0;0;0;0;0;2;0;0;0;0;0;0
argument;0;0;0;0;0;0;0;6;1;0;0;0;0;0
connard;0;0;0;0;0;0;0;2;0;0;1;0;0;0
copains;0;0;0;0;0;0;0;1;1;0;0;0;0;0
touches;0;0;0;0;0;0;0;1;0;0;0;0;0;1
pète;0;0;0;0;0;0;0;1;0;0;0;0;0;1
boit;0;0;0;0;0;0;0;1;0;0;0;0;0;1
collègues;0;0;0;0;0;0;0;1;0;2;0;0;0;0
assimiler;0;0;0;0;0;0;0;5;0;0;0;0;0;0
sélectif;0;0;0;0;0;0;0;2;0;0;0;0;0;0
gaulle;0;0;0;0;0;0;0;1;0;0;0;4;0;0
assimile;0;0;0;0;0;0;0;2;0;0;0;0;0;0
massive;0;0;0;0;0;0;0;1;1;0;0;0;0;0
deviennent;0;0;0;0;0;0;0;3;1;0;0;0;0;0
acculturation;0;0;0;0;0;0;0;2;0;0;0;0;0;0
gagné;0;0;0;0;0;0;0;1;1;0;0;0;0;1
lyon;0;0;0;0;0;0;0;1;0;0;0;0;0;1
piliers;0;0;0;0;0;0;0;1;1;0;1;0;0;0
remplacer;0;0;0;0;0;0;0;1;1;0;0;0;0;0
abandonnée;0;0;0;0;0;0;0;1;0;1;0;0;0;0
repentance;0;0;0;0;0;0;0;1;0;0;0;0;0;1
rouges;0;0;0;0;0;0;0;1;0;1;0;0;0;1
puissante;0;0;0;0;0;0;0;1;0;0;0;0;1;0
liens;0;0;0;0;0;0;0;1;1;1;1;0;0;0
triste;0;0;0;0;0;0;0;1;0;0;0;1;0;1
solution;0;0;0;0;0;0;0;3;0;0;1;0;0;0
digne;0;0;0;0;0;0;0;1;0;0;0;0;0;1
tombent;0;0;0;0;0;0;0;1;0;0;0;0;0;3
malade;0;0;0;0;0;0;0;1;0;0;2;0;0;0
sincèrement;0;0;0;0;0;0;0;2;0;0;0;0;0;0
cliquez;0;0;0;0;0;0;0;1;0;0;1;0;0;0
simuler;0;0;0;0;0;0;0;1;0;1;0;0;0;0
conquérir;0;0;0;0;0;0;0;1;1;0;0;0;0;0
étienne;0;0;0;0;0;0;0;3;0;0;0;0;0;0
boétie;0;0;0;0;0;0;0;22;0;0;0;0;0;0
renaissance;0;0;0;0;0;0;0;1;0;0;0;0;0;1
antique;0;0;0;0;0;0;0;2;0;0;0;0;1;1
servitude;0;0;0;0;0;0;0;8;0;0;0;0;0;0
volontaire;0;0;0;0;0;0;0;3;0;0;0;0;0;0
adolescent;0;0;0;0;0;0;0;1;0;0;0;0;0;1
absolu;0;0;0;0;0;0;0;1;0;0;0;0;0;1
environ;0;0;0;0;0;0;0;1;1;0;1;0;0;0
punchline;0;0;0;0;0;0;0;1;0;0;0;0;0;1
théoriciens;0;0;0;0;0;0;0;2;0;0;0;0;0;0
dominés;0;0;0;0;0;0;0;2;0;0;0;0;0;0
principale;0;0;0;0;0;0;0;1;0;0;0;0;0;5
responsables;0;0;0;0;0;0;0;2;0;0;0;0;0;0
allons;0;0;0;0;0;0;0;2;0;0;0;0;0;0
opprimé;0;0;0;0;0;0;0;2;0;0;0;0;0;0
attaquer;0;0;0;0;0;0;0;1;0;0;0;0;0;1
dominé;0;0;0;0;0;0;0;3;0;0;0;0;0;0
cool;0;0;0;0;0;0;0;1;0;0;1;0;1;0
asservis;0;0;0;0;0;0;0;2;0;0;0;0;0;0
pouvoirs;0;0;0;0;0;0;0;2;0;0;0;0;0;0
restent;0;0;0;0;0;0;0;1;1;0;0;1;1;0
arrêtait;0;0;0;0;0;0;0;2;0;0;0;0;0;0
obéir;0;0;0;0;0;0;0;3;0;0;0;0;0;0
deuxièmement;0;0;0;0;0;0;0;1;1;0;0;0;0;0
fantasme;0;0;0;0;0;0;0;2;1;0;0;0;0;0
ultime;0;0;0;0;0;0;0;2;0;0;0;0;0;0
humaine;0;0;0;0;0;0;0;1;0;0;0;0;0;1
enfance;0;0;0;0;0;0;0;1;0;0;5;0;0;0
obéissance;0;0;0;0;0;0;0;2;0;0;0;0;0;0
pousse;0;0;0;0;0;0;0;1;0;0;1;0;0;0
habitudes;0;0;0;0;0;0;0;2;0;0;0;0;0;0
apprentissage;0;0;0;0;0;0;0;1;0;0;0;0;0;1
soumission;0;0;0;0;0;0;0;2;0;0;0;0;0;0
espèce;0;0;0;0;0;0;0;2;3;1;0;0;0;2
asservissement;0;0;0;0;0;0;0;2;0;0;0;0;0;0
utilise;0;0;0;0;0;0;0;1;0;1;1;1;0;0
instinct;0;0;0;0;0;0;0;1;0;0;0;1;0;0
technique;0;0;0;0;0;0;0;1;1;0;1;0;1;2
divertissement;0;0;0;0;0;0;0;3;0;0;0;1;0;0
époques;0;0;0;0;0;0;0;1;0;0;0;0;1;0
plaisirs;0;0;0;0;0;0;0;2;0;0;0;0;0;0
instantanés;0;0;0;0;0;0;0;2;0;0;0;0;0;0
pauvreté;0;0;0;0;0;0;0;1;0;0;0;1;0;0
créent;0;0;0;0;0;0;0;1;0;0;0;1;0;0
goût;0;0;0;0;0;0;0;1;1;0;1;1;0;0
dirigeant;0;0;0;0;0;0;0;1;1;0;0;0;0;0
citoyen;0;0;0;0;0;0;0;1;10;0;0;0;0;0
connerie;0;0;0;0;0;0;0;2;1;0;0;1;1;0
procure;0;0;0;0;0;0;0;1;1;0;0;0;0;0
dirigeants;0;0;0;0;0;0;0;6;0;0;0;0;0;0
compassion;0;0;0;0;0;0;0;1;0;1;0;0;0;0
sensibles;0;0;0;0;0;0;0;1;0;1;0;0;0;0
réussir;0;0;0;0;0;0;0;1;1;2;0;0;0;0
fonctionner;0;0;0;0;0;0;0;1;0;0;1;1;0;0
accorde;0;0;0;0;0;0;0;1;1;0;0;0;0;0
vent;0;0;0;0;0;0;0;1;0;0;1;0;0;0
valek;0;0;0;0;0;0;0;0;3;0;0;0;0;0
moyenne;0;0;0;0;0;0;0;0;3;0;0;0;0;0
nourriture;0;0;0;0;0;0;0;0;1;0;0;0;0;1
travaillant;0;0;0;0;0;0;0;0;1;0;1;0;0;0
slip;0;0;0;0;0;0;0;0;1;0;1;0;0;0
gravé;0;0;0;0;0;0;0;0;1;0;0;0;1;0
dimorphisme;0;0;0;0;0;0;0;0;2;0;0;0;0;0
génétique;0;0;0;0;0;0;0;0;5;0;1;0;1;0
patriarcat;0;0;0;0;0;0;0;0;2;0;0;0;0;0
égalitariste;0;0;0;0;0;0;0;0;3;0;0;0;0;0
taille;0;0;0;0;0;0;0;0;4;0;0;0;3;0
mâles;0;0;0;0;0;0;0;0;3;0;0;0;0;0
boule;0;0;0;0;0;0;0;0;1;0;0;0;0;1
prenant;0;0;0;0;0;0;0;0;3;0;1;0;0;1
gorille;0;0;0;0;0;0;0;0;2;0;0;0;0;0
femelles;0;0;0;0;0;0;0;0;2;0;0;0;0;0
kg;0;0;0;0;0;0;0;0;3;0;0;0;0;0
sec;0;0;0;0;0;0;0;0;1;0;0;0;1;0
shaker;0;0;0;0;0;0;0;0;2;0;0;0;0;0
protéines;0;0;0;0;0;0;0;0;2;0;0;0;0;0
this;0;0;0;0;0;0;0;0;1;0;0;0;0;1
peser;0;0;0;0;0;0;0;0;1;0;0;0;0;1
différenciation;0;0;0;0;0;0;0;0;2;0;0;0;0;0
plausible;0;0;0;0;0;0;0;0;1;1;0;0;0;0
gène;0;0;0;0;0;0;0;0;2;0;0;0;0;0
x;0;0;0;0;0;0;0;0;1;0;0;0;0;1
gonadiques;0;0;0;0;0;0;0;0;2;0;0;0;0;0
durant;0;0;0;0;0;0;0;0;3;1;0;0;0;0
stade;0;0;0;0;0;0;0;0;2;1;0;0;0;1
embryonnaire;0;0;0;0;0;0;0;0;2;0;0;0;0;0
différences;0;0;0;0;0;0;0;0;6;0;0;0;0;0
celles;0;0;0;0;0;0;0;0;3;1;0;0;0;0
organes;0;0;0;0;0;0;0;0;1;1;0;0;0;0
musculaire;0;0;0;0;0;0;0;0;3;0;0;0;0;0
balai;0;0;0;0;0;0;0;0;1;1;0;0;0;0
chier;0;0;0;0;0;0;0;0;1;0;0;4;0;1
androgénique;0;0;0;0;0;0;0;0;2;0;0;0;0;0
influe;0;0;0;0;0;0;0;0;2;0;0;0;0;0
agressivité;0;0;0;0;0;0;0;0;3;0;0;0;0;0
percevoir;0;0;0;0;0;0;0;0;1;0;0;1;0;0
piste;0;0;0;0;0;0;0;0;1;0;0;0;0;1
jouent;0;0;0;0;0;0;0;0;1;0;0;0;2;0
acquise;0;0;0;0;0;0;0;0;1;0;0;1;0;0
préfère;0;0;0;0;0;0;0;0;1;3;0;0;0;1
perception;0;0;0;0;0;0;0;0;1;0;0;2;0;0
influencés;0;0;0;0;0;0;0;0;2;0;0;0;0;0
masculine;0;0;0;0;0;0;0;0;1;0;1;0;0;0
fhf;0;0;0;0;0;0;0;0;2;0;0;0;0;0
ocampo;0;0;0;0;0;0;0;0;2;0;0;0;0;0
info;0;0;0;0;0;0;0;0;1;1;0;0;0;0
métier;0;0;0;0;0;0;0;0;2;0;0;0;0;0
constructiviste;0;0;0;0;0;0;0;0;2;0;0;0;0;0
aborder;0;0;0;0;0;0;0;0;3;1;0;1;0;1
personnages;0;0;0;0;0;0;0;0;1;0;0;0;0;2
neuroscientifique;0;0;0;0;0;0;0;0;2;0;0;0;0;0
comparant;0;0;0;0;0;0;0;0;2;0;0;0;0;0
analyser;0;0;0;0;0;0;0;0;2;0;0;0;0;0
samouraï;0;0;0;0;0;0;0;0;1;0;0;0;0;1
reprenant;0;0;0;0;0;0;0;0;2;0;0;0;0;0
analyse;0;0;0;0;0;0;0;0;7;0;0;0;0;0
monofonctionnel;0;0;0;0;0;0;0;0;2;0;0;0;0;0
compare;0;0;0;0;0;0;0;0;2;0;0;0;0;0
multi;0;0;0;0;0;0;0;0;2;0;0;0;0;1
fonctionnel;0;0;0;0;0;0;0;0;2;0;0;0;0;0
strictement;0;0;0;0;0;0;0;0;4;0;1;0;0;0
pilosité;0;0;0;0;0;0;0;0;3;0;0;0;0;0
stimulation;0;0;0;0;0;0;0;0;1;1;0;1;0;0
poils;0;0;0;0;0;0;0;0;1;0;2;0;0;0
longueur;0;0;0;0;0;0;0;0;1;0;0;0;1;0
facteurs;0;0;0;0;0;0;0;0;4;0;0;0;0;0
salé;0;0;0;0;0;0;0;0;1;0;2;0;0;0
viens;0;0;0;0;0;0;0;0;1;0;1;0;1;0
montré;0;0;0;0;0;0;0;0;3;0;1;0;0;0
pain;0;0;0;0;0;0;0;0;3;0;0;0;0;0
invention;0;0;0;0;0;0;0;0;1;0;0;0;3;0
parlerai;0;0;0;0;0;0;0;0;2;0;0;0;0;0
construction;0;0;0;0;0;0;0;0;1;0;1;0;0;1
précédemment;0;0;0;0;0;0;0;0;2;0;0;0;0;0
personnalité;0;0;0;0;0;0;0;0;1;1;0;2;0;0
psychologique;0;0;0;0;0;0;0;0;1;0;1;0;1;0
fins;0;0;0;0;0;0;0;0;1;2;0;0;0;0
patates;0;0;0;0;0;0;0;0;2;0;0;0;0;2
sociales;0;0;0;0;0;0;0;0;1;0;0;1;0;0
bronze;0;0;0;0;0;0;0;0;1;0;0;0;1;0
mourir;0;0;0;0;0;0;0;0;2;3;0;2;0;7
hétéro;0;0;0;0;0;0;0;0;1;1;0;0;0;0
boutade;0;0;0;0;0;0;0;0;1;0;0;0;0;1
finis;0;0;0;0;0;0;0;0;1;0;0;0;0;3
planète;0;0;0;0;0;0;0;0;1;1;6;0;0;0
classées;0;0;0;0;0;0;0;0;2;0;0;0;0;0
interdite;0;0;0;0;0;0;0;0;2;0;0;0;0;0
sportifs;0;0;0;0;0;0;0;0;1;0;0;0;2;0
bombe;0;0;0;0;0;0;0;0;2;0;0;0;0;0
lacrymo;0;0;0;0;0;0;0;0;2;0;0;0;0;0
cetera;0;0;0;0;0;0;0;0;3;0;1;0;0;0
motif;0;0;0;0;0;0;0;0;3;0;0;0;0;0
risquez;0;0;0;0;0;0;0;0;1;0;1;0;0;0
appréciation;0;0;0;0;0;0;0;0;2;0;0;0;0;0
situe;0;0;0;0;0;0;0;0;1;2;0;0;0;1
apparemment;0;0;0;0;0;0;0;0;1;2;1;0;2;0
profs;0;0;0;0;0;0;0;0;2;0;1;0;0;2
bluetooth;0;0;0;0;0;0;0;0;2;0;0;0;0;0
assaillant;0;0;0;0;0;0;0;0;2;0;0;0;0;0
armé;0;0;0;0;0;0;0;0;4;0;0;0;1;0
esquiver;0;0;0;0;0;0;0;0;2;0;0;0;0;0
tableaux;0;0;0;0;0;0;0;0;1;0;0;0;0;3
résistance;0;0;0;0;0;0;0;0;3;0;0;0;0;1
bougie;0;0;0;0;0;0;0;0;1;0;0;0;0;1
bénéfices;0;0;0;0;0;0;0;0;1;0;0;1;0;0
détention;0;0;0;0;0;0;0;0;5;0;0;0;0;0
fermée;0;0;0;0;0;0;0;0;1;0;0;0;0;1
démonter;0;0;0;0;0;0;0;0;1;0;0;0;0;1
trimballer;0;0;0;0;0;0;0;0;2;0;0;0;0;0
tirer;0;0;0;0;0;0;0;0;1;0;0;1;3;1
homicide;0;0;0;0;0;0;0;0;5;0;0;0;0;0
lot;0;0;0;0;0;0;0;0;1;0;1;0;0;0
albanais;0;0;0;0;0;0;0;0;1;0;0;0;0;2
serbe;0;0;0;0;0;0;0;0;1;1;0;0;0;0
secours;0;0;0;0;0;0;0;0;2;0;1;0;0;0
équiper;0;0;0;0;0;0;0;0;1;0;1;0;0;0
honnête;0;0;0;0;0;0;0;0;2;0;1;0;0;0
gazeuse;0;0;0;0;0;0;0;0;2;0;0;0;0;0
possession;0;0;0;0;0;0;0;0;1;0;0;0;0;1
suisse;0;0;0;0;0;0;0;0;19;0;1;0;0;0
données;0;0;0;0;0;0;0;0;2;0;0;1;0;0
utilisation;0;0;0;0;0;0;0;0;3;0;0;0;0;0
homicides;0;0;0;0;0;0;0;0;2;0;0;0;0;0
suicides;0;0;0;0;0;0;0;0;4;0;1;0;0;0
cible;0;0;0;0;0;0;0;0;1;1;0;0;0;0
ressources;0;0;0;0;0;0;0;0;1;0;0;2;0;0
méthode;0;0;0;0;0;0;0;0;1;0;0;0;1;0
suicide;0;0;0;0;0;0;0;0;3;0;0;0;1;0
habitant;0;0;0;0;0;0;0;0;3;0;0;0;0;0
sucide;0;0;0;0;0;0;0;0;2;0;0;0;0;0
annuel;0;0;0;0;0;0;0;0;2;0;0;0;0;0
strict;0;0;0;0;0;0;0;0;1;1;0;0;0;0
illégalement;0;0;0;0;0;0;0;0;1;0;0;0;0;1
réglementer;0;0;0;0;0;0;0;0;2;0;0;0;0;0
amalgame;0;0;0;0;0;0;0;0;1;1;0;0;0;0
bonsoir;0;0;0;0;0;0;0;0;1;0;3;0;0;1
frérot;0;0;0;0;0;0;0;0;1;0;0;0;1;0
suisses;0;0;0;0;0;0;0;0;4;0;0;0;0;0
amendement;0;0;0;0;0;0;0;0;2;0;0;0;0;0
transgressé;0;0;0;0;0;0;0;0;2;0;0;0;0;0
débarquer;0;0;0;0;0;0;0;0;1;0;0;0;0;1
menaces;0;0;0;0;0;0;0;0;1;0;2;0;0;0
tyrannique;0;0;0;0;0;0;0;0;3;0;0;0;0;0
ramène;0;0;0;0;0;0;0;0;1;0;0;0;0;1
confinement;0;0;0;0;0;0;0;0;1;0;1;0;0;0
mange;0;0;0;0;0;0;0;0;1;0;1;0;0;1
référendum;0;0;0;0;0;0;0;0;3;0;0;0;0;0
viole;0;0;0;0;0;0;0;0;2;0;0;0;0;0
insurrectionnel;0;0;0;0;0;0;0;0;2;0;0;0;0;0
puni;0;0;0;0;0;0;0;0;2;0;0;0;0;0
criminelle;0;0;0;0;0;0;0;0;2;0;0;0;0;0
barricades;0;0;0;0;0;0;0;0;2;0;0;0;0;0
renault;0;0;0;0;0;0;0;0;1;0;0;0;0;2
arc;0;0;0;0;0;0;0;0;1;1;0;0;0;0
urss;0;0;0;0;0;0;0;0;1;2;0;0;0;0
soviétique;0;0;0;0;0;0;0;0;1;0;0;0;0;1
exception;0;0;0;0;0;0;0;0;2;0;0;0;0;0
possédait;0;0;0;0;0;0;0;0;1;0;0;0;0;1
hitler;0;0;0;0;0;0;0;0;4;0;0;0;0;0
défends;0;0;0;0;0;0;0;0;2;0;0;0;0;0
pancartes;0;0;0;0;0;0;0;0;2;0;0;0;0;0
